x	error	n	n_error	u	u_error	Events
0.65	2.48	18.27	2.47	8.76	8.8	1.0
-0.31	1.58	17.01	1.54	5.69	5.32	1.0
0.36	2.51	18.42	2.5	6.39	9.05	1.0
-0.12	3.0	17.9	2.93	1.79	10.58	1.0
-0.54	1.85	16.29	1.79	2.14	6.29	1.0
-1.59	1.85	19.06	1.77	-0.04	6.27	1.0
0.97	2.27	16.83	2.21	4.08	8.07	1.0
-1.01	2.26	18.33	2.24	6.18	7.94	1.0
-0.68	2.51	19.43	2.47	7.69	8.91	1.0
-2.64	2.75	18.49	2.68	5.92	9.61	1.0
-1.45	2.84	18.6	2.77	-0.12	10.01	1.0
0.32	2.9	21.91	2.88	6.44	10.35	1.0
1.01	1.84	19.18	1.81	1.26	6.38	1.0
0.03	1.85	18.0	1.77	1.77	6.27	1.0
-0.82	2.05	18.22	1.92	8.71	6.8	1.0
1.54	2.09	18.25	1.95	10.78	6.85	1.0
2.03	2.11	17.64	2.03	8.72	7.18	1.0
3.92	1.93	15.23	1.87	7.03	6.65	1.0
5.13	1.82	15.54	1.76	8.32	6.21	1.0
8.01	1.92	13.44	1.86	12.39	6.61	1.0
5.57	2.43	12.69	2.37	3.8	8.52	1.0
7.14	2.33	13.57	2.31	-0.95	8.24	1.0
8.9	1.92	12.73	1.89	0.61	6.68	1.0
10.46	2.05	13.3	1.99	2.16	7.0	1.0
8.27	1.93	13.41	1.91	-0.89	6.73	1.0
8.94	1.82	12.58	1.79	2.74	6.26	1.0
8.84	1.8	13.85	1.76	-0.46	6.15	1.0
10.68	2.1	14.85	2.04	-1.95	7.1	1.0
10.85	1.45	13.3	1.4	-2.83	4.8	1.0
13.7	1.84	14.58	1.82	-6.31	6.32	1.0
11.18	1.88	13.44	1.85	-4.03	6.38	1.0
12.88	2.14	13.71	2.04	-1.29	7.05	1.0
12.86	2.12	15.1	2.06	0.93	7.09	1.0
11.49	2.25	14.15	2.27	7.37	8.08	1.0
9.88	3.59	17.11	3.6	-5.73	12.96	1.0
12.26	2.35	15.5	2.35	7.28	8.36	1.0
10.24	3.31	16.12	3.43	5.94	12.53	1.0
13.08	2.72	16.35	2.86	-1.79	10.1	1.0
12.21	2.21	14.16	2.31	0.99	8.16	1.0
12.89	1.56	14.51	1.57	-1.38	5.52	1.0
9.29	2.09	15.51	2.18	4.61	7.66	1.0
11.6	1.47	14.08	1.49	0.87	5.19	0.0
10.95	2.26	15.41	2.38	1.66	8.38	0.0
10.78	2.57	15.87	2.72	1.59	9.61	0.0
12.17	1.73	16.55	1.79	-2.52	6.26	0.0
10.58	2.64	16.12	2.81	-0.89	9.89	0.0
11.37	2.42	17.24	2.56	9.28	8.96	0.0
10.18	3.06	14.59	3.3	-2.13	11.71	0.0
10.44	4.04	17.45	4.33	-5.97	15.66	0.0
10.49	2.31	18.45	2.4	-1.34	8.47	0.0
9.57	2.46	14.14	2.56	7.36	9.06	0.0
10.56	2.34	17.18	2.41	7.59	8.64	0.0
10.33	1.51	16.01	1.51	1.85	5.38	0.0
10.19	1.74	15.3	1.8	4.45	6.43	0.0
10.93	1.81	16.1	1.9	5.93	6.77	0.0
11.92	2.32	15.74	2.43	5.15	8.71	0.0
11.13	1.63	13.68	1.64	-0.57	5.84	0.0
11.03	2.11	15.4	2.21	-0.68	7.83	0.0
10.48	2.35	14.72	2.49	6.61	8.92	0.0
11.29	1.54	15.09	1.59	-1.81	5.6	0.0
9.96	1.52	15.28	1.57	-1.03	5.61	0.0
10.91	2.18	15.68	2.28	-1.8	8.16	0.0
8.91	2.42	17.48	2.6	5.76	9.28	0.0
12.05	1.57	16.85	1.65	-3.33	5.84	0.0
11.11	1.52	15.19	1.58	3.87	5.56	0.0
11.29	1.55	14.83	1.62	1.34	5.77	0.0
10.57	1.83	15.84	1.98	7.24	6.92	0.0
9.59	2.07	16.29	2.18	7.67	7.76	0.0
10.53	2.75	16.2	2.97	-8.41	10.84	0.0
11.49	1.55	15.5	1.64	2.46	5.82	0.0
10.96	2.0	16.01	2.13	0.31	7.68	0.0
10.77	2.03	15.22	2.18	1.95	7.83	0.0
12.6	2.16	15.26	2.3	-1.0	8.2	0.0
12.69	2.18	16.32	2.31	-1.05	8.42	0.0
11.05	2.38	16.04	2.53	-1.55	8.88	0.0
11.89	2.01	16.06	2.16	1.06	7.76	0.0
10.56	2.35	16.06	2.51	7.95	8.99	0.0
9.47	1.52	15.67	1.55	3.57	5.45	0.0
9.55	1.37	16.48	1.46	3.46	4.99	0.0
8.91	1.45	15.96	1.49	3.06	5.22	0.0
9.34	2.61	17.46	2.67	-2.25	9.58	0.0
10.97	1.88	16.73	2.04	2.98	7.11	0.0
10.16	1.61	16.36	1.72	-1.36	6.06	0.0
10.29	1.51	17.26	1.57	-3.91	5.55	0.0
9.22	2.37	16.15	2.53	-4.74	8.95	0.0
9.22	1.7	15.12	1.8	2.04	6.3	0.0
9.57	2.24	17.03	2.37	3.51	8.43	0.0
7.05	2.57	17.4	2.75	1.11	9.82	0.0
8.93	1.99	17.62	2.12	0.56	7.46	0.0
6.89	2.84	17.64	3.02	4.24	10.82	0.0
5.97	3.35	17.84	3.57	5.29	12.96	0.0
10.5	2.73	15.75	2.92	-6.12	10.38	0.0
10.36	2.12	15.55	2.22	-5.63	7.78	0.0
9.72	1.64	17.85	1.75	-4.28	5.98	0.0
9.33	1.64	16.14	1.74	-2.64	5.98	0.0
7.82	1.53	18.34	1.64	2.51	5.68	0.0
6.67	2.0	19.22	2.16	4.67	7.64	0.0
9.47	1.65	17.69	1.76	0.3	6.24	0.0
7.84	1.85	19.36	1.98	12.09	6.94	0.0
6.48	1.64	16.93	1.7	2.95	5.96	0.0
6.63	1.44	17.72	1.51	0.15	5.19	0.0
7.69	1.35	18.27	1.36	-0.68	4.68	0.0
6.9	1.68	17.02	1.76	-4.07	6.11	0.0
6.82	1.82	18.48	1.87	5.69	6.57	0.0
8.2	1.78	19.01	1.87	4.28	6.63	0.0
7.34	2.1	18.16	2.22	7.33	7.88	0.0
6.48	1.55	21.04	1.57	6.89	5.45	0.0
8.99	1.91	20.43	1.99	10.77	6.99	0.0
5.76	1.69	19.51	1.77	5.84	6.17	0.0
7.47	1.45	18.95	1.47	-2.73	5.15	0.0
7.24	1.84	18.52	1.86	1.04	6.57	0.0
7.21	2.01	19.01	2.06	-0.79	7.32	0.0
7.06	1.8	18.17	1.83	-2.62	6.49	0.0
6.0	1.92	19.45	2.01	-1.62	7.02	0.0
7.3	2.4	18.85	2.49	2.91	8.77	0.0
8.36	3.54	20.74	3.87	-4.12	13.84	0.0
7.87	3.96	19.78	4.27	-2.02	15.69	0.0
6.31	2.18	21.74	2.27	7.71	8.0	0.0
5.69	2.11	19.83	2.18	-1.42	7.8	0.0
6.44	1.54	20.5	1.57	3.54	5.41	0.0
6.93	2.41	22.25	2.49	6.71	8.87	0.0
5.6	2.29	19.54	2.38	1.14	8.41	0.0
6.69	1.4	20.2	1.43	1.43	4.93	0.0
5.13	1.4	19.56	1.42	-1.65	4.79	0.0
5.37	1.49	19.23	1.55	-2.62	5.4	0.0
6.37	1.43	18.49	1.47	-5.71	5.14	0.0
6.91	1.54	18.79	1.62	-0.41	5.79	0.0
7.21	1.38	18.92	1.44	-4.73	5.03	0.0
4.83	1.56	19.83	1.63	1.32	5.71	0.0
5.24	1.94	18.86	2.0	-5.57	7.06	0.0
5.8	1.68	20.02	1.74	-7.95	6.12	0.0
6.52	1.53	18.68	1.58	-2.79	5.57	0.0
8.3	2.16	19.55	2.29	3.67	8.23	0.0
6.06	1.79	19.15	1.85	-0.69	6.56	0.0
6.18	1.51	20.43	1.54	0.18	5.43	0.0
5.79	1.51	20.31	1.58	-2.59	5.5	0.0
5.88	1.42	19.57	1.45	-1.6	5.04	0.0
7.33	1.97	19.76	2.02	-0.49	7.22	0.0
6.12	3.29	17.28	3.33	-8.79	12.34	0.0
8.79	1.76	20.54	1.77	-5.59	6.29	0.0
7.39	1.48	18.85	1.46	-9.01	5.18	0.0
7.6	1.47	18.53	1.46	-5.22	5.21	0.0
6.64	1.79	19.45	1.82	-5.26	6.65	0.0
6.83	1.8	19.02	1.8	-0.95	6.58	0.0
6.07	1.71	18.83	1.68	-4.65	6.12	0.0
9.22	2.2	20.39	2.23	-7.28	8.13	0.0
7.05	1.47	19.98	1.47	-4.43	5.26	0.0
7.24	1.41	20.78	1.41	-5.33	5.09	0.0
7.29	1.47	20.11	1.47	-6.04	5.25	0.0
6.62	1.47	20.29	1.45	-5.51	5.12	0.0
7.21	1.42	20.1	1.38	-2.74	4.94	0.0
7.6	1.42	20.31	1.41	-4.23	4.96	0.0
6.68	1.61	19.8	1.57	-0.28	5.58	0.0
6.12	1.93	18.41	1.97	2.48	7.03	0.0
6.04	2.48	21.44	2.61	-1.62	9.39	0.0
7.26	1.53	21.33	1.55	-3.0	5.54	0.0
4.29	2.02	20.25	2.04	-3.21	7.31	0.0
5.79	1.57	19.59	1.57	-5.18	5.61	0.0
7.47	1.56	19.84	1.58	-7.74	5.68	0.0
6.92	1.51	19.04	1.55	-7.09	5.46	0.0
7.1	1.44	20.5	1.47	-5.96	5.26	0.0
7.14	1.49	20.42	1.51	-1.69	5.42	0.0
7.04	1.45	20.99	1.49	-4.44	5.31	0.0
6.28	1.48	20.56	1.51	-3.01	5.41	0.0
7.21	1.52	20.99	1.56	-1.78	5.55	0.0
6.62	1.89	21.65	1.97	5.44	7.03	0.0
6.77	1.9	20.52	1.98	-1.3	7.14	0.0
5.88	1.54	21.79	1.6	-1.02	5.68	0.0
8.25	1.54	21.46	1.57	1.32	5.55	0.0
6.63	1.72	20.43	1.77	-3.94	6.3	0.0
5.25	3.9	24.35	3.79	-7.18	12.98	0.0
7.53	2.13	23.41	2.25	-4.75	8.05	0.0
4.0	1.86	24.56	1.97	1.29	6.98	0.0
6.95	1.63	20.39	1.72	-3.58	6.09	0.0
6.3	1.61	21.41	1.7	1.2	6.01	0.0
4.88	1.64	21.12	1.74	0.51	6.19	0.0
5.75	1.57	20.01	1.66	1.82	5.89	0.0
7.11	1.55	22.7	1.6	-8.53	5.77	0.0
6.61	1.41	22.12	1.44	-3.64	5.13	0.0
5.57	1.5	20.92	1.53	-4.33	5.55	0.0
5.9	1.46	21.87	1.49	-4.34	5.38	0.0
6.43	1.53	21.57	1.57	-5.89	5.56	0.0
5.86	1.5	22.6	1.55	-7.27	5.51	0.0
7.05	1.62	22.65	1.66	-0.65	5.93	0.0
4.75	1.69	22.48	1.76	-0.7	6.31	0.0
5.79	1.9	21.33	1.99	6.47	7.23	0.0
8.43	1.43	22.42	1.46	-4.98	5.21	0.0
6.84	1.92	21.78	2.02	-2.29	7.27	0.0
6.25	1.49	21.58	1.52	-3.69	5.52	0.0
7.52	1.38	22.17	1.39	-3.66	4.97	0.0
6.91	1.37	22.16	1.39	-4.99	4.92	0.0
7.26	1.46	21.67	1.49	-2.58	5.37	0.0
7.1	1.5	21.66	1.52	-2.71	5.41	0.0
7.9	2.25	24.04	2.37	-0.53	8.63	0.0
6.87	3.01	22.11	3.15	4.51	11.63	0.0
6.72	1.34	22.72	1.38	-6.34	4.88	0.0
6.73	1.63	23.14	1.7	0.63	6.04	0.0
6.4	1.52	21.84	1.55	3.75	5.64	0.0
6.15	1.42	21.89	1.44	2.35	5.14	0.0
7.57	1.53	23.7	1.57	-0.96	5.67	0.0
6.83	1.47	23.41	1.51	2.01	5.37	0.0
6.41	1.39	23.96	1.42	1.32	5.05	0.0
6.71	1.39	22.61	1.46	-4.69	5.1	0.0
6.61	1.47	22.52	1.55	-2.21	5.47	0.0
7.4	1.44	22.71	1.52	-3.28	5.47	0.0
5.65	1.45	22.28	1.51	-2.81	5.35	0.0
5.63	1.74	23.68	1.81	-5.9	6.52	0.0
3.34	1.74	23.86	1.85	-3.39	6.65	0.0
5.64	1.77	24.59	1.87	-10.01	6.73	0.0
5.77	1.38	23.39	1.48	-5.77	5.26	0.0
5.36	1.34	23.14	1.42	-4.76	5.03	0.0
3.77	1.83	25.44	2.0	4.18	7.12	0.0
4.77	1.5	23.05	1.62	-4.99	5.72	0.0
4.3	1.5	22.32	1.62	3.91	5.73	0.0
3.9	1.62	24.11	1.76	-9.04	6.24	0.0
0.88	2.18	23.05	2.37	-6.94	8.49	0.0
3.34	2.01	24.28	2.18	0.0	7.83	0.0
4.68	1.91	24.33	2.08	-0.45	7.47	0.0
3.36	1.76	24.15	1.9	-3.73	6.77	0.0
3.56	1.71	23.84	1.85	-3.01	6.64	0.0
4.53	1.75	24.24	1.89	0.24	6.86	0.0
3.86	1.86	24.11	2.01	-6.11	7.19	0.0
4.52	1.93	25.2	2.04	-1.05	7.36	0.0
2.93	2.11	26.22	2.23	-2.38	8.02	0.0
3.57	2.18	24.31	2.31	0.47	8.37	0.0
1.79	1.78	24.75	1.85	-2.08	6.64	0.0
3.62	1.8	25.05	1.89	-2.07	6.76	0.0
3.25	1.67	26.41	1.75	-4.21	6.31	0.0
3.6	1.79	25.54	1.93	-9.36	6.78	0.0
3.49	1.84	25.21	1.97	-8.58	7.02	0.0
4.11	1.8	25.24	1.91	-3.21	6.79	0.0
3.65	2.18	25.27	2.33	-0.22	8.39	0.0
5.13	2.54	27.08	2.74	-3.81	9.94	0.0
0.46	2.33	27.78	2.5	6.44	9.05	0.0
4.33	1.77	24.87	1.91	9.16	6.78	0.0
2.88	1.45	26.19	1.55	-0.88	5.47	0.0
3.21	1.38	27.06	1.48	-3.77	5.22	0.0
4.26	1.32	25.78	1.39	-7.27	5.04	0.0
3.03	1.43	27.06	1.5	-3.48	5.36	0.0
2.53	1.42	27.32	1.5	-2.63	5.27	0.0
2.7	1.5	26.56	1.6	-2.68	5.65	0.0
2.27	1.85	28.12	1.97	3.53	7.22	0.0
2.43	1.48	28.0	1.57	2.34	5.64	0.0
3.5	1.41	26.95	1.49	-4.6	5.31	0.0
4.16	1.48	26.03	1.57	-6.49	5.59	0.0
2.5	1.47	26.02	1.54	-7.73	5.59	0.0
2.99	1.48	26.93	1.56	-4.57	5.62	0.0
3.24	1.63	27.66	1.69	1.18	6.07	0.0
5.37	1.64	27.77	1.75	-4.57	6.11	0.0
3.47	1.92	28.36	2.07	3.25	7.46	0.0
2.24	1.9	27.1	2.01	5.64	7.26	0.0
3.0	1.96	26.82	2.07	-1.68	7.49	0.0
2.2	1.99	27.88	2.1	-3.93	7.59	0.0
2.77	1.96	27.32	2.09	-6.47	7.59	0.0
2.99	1.9	27.56	2.06	-2.88	7.44	0.0
3.16	2.06	26.02	2.23	-2.08	7.97	0.0
4.14	2.18	28.2	2.36	-1.26	8.49	0.0
3.3	1.55	28.87	1.63	7.96	5.85	0.0
4.24	1.53	28.27	1.65	0.38	5.84	0.0
3.26	1.7	28.9	1.82	-0.74	6.59	0.0
3.63	2.13	28.13	2.31	2.26	8.36	0.0
3.12	2.07	28.7	2.22	4.66	8.14	0.0
4.26	1.9	29.52	2.05	2.86	7.42	0.0
3.52	2.04	30.68	2.21	4.05	8.02	0.0
3.33	2.19	29.16	2.37	-0.5	8.56	0.0
3.26	2.11	29.87	2.29	2.55	8.25	0.0
3.41	1.54	29.08	1.65	3.04	5.88	0.0
2.94	1.33	29.84	1.41	1.05	4.94	0.0
2.61	1.61	31.23	1.69	3.25	6.08	0.0
4.75	1.48	30.55	1.56	1.31	5.52	0.0
3.66	1.58	29.6	1.66	-3.22	6.0	0.0
3.5	1.55	29.35	1.64	-1.91	5.85	0.0
2.56	1.52	29.26	1.61	-1.12	5.77	0.0
3.87	1.44	30.05	1.52	-2.71	5.4	0.0
3.05	1.46	29.35	1.54	-0.87	5.43	0.0
2.42	1.59	30.46	1.65	3.83	5.8	0.0
3.92	1.79	30.18	1.87	-2.9	6.72	0.0
5.1	1.48	28.05	1.51	-6.19	5.4	0.0
2.72	1.43	28.72	1.49	-3.05	5.13	0.0
3.82	1.59	29.72	1.67	-1.88	5.99	0.0
3.99	1.41	29.32	1.42	-0.05	5.03	0.0
2.59	1.48	29.78	1.47	6.01	5.09	0.0
3.26	1.79	31.79	1.89	1.57	6.67	0.0
1.94	1.73	31.36	1.82	0.95	6.4	0.0
-0.52	1.7	32.77	1.79	3.12	6.3	0.0
3.72	1.57	29.09	1.64	-2.65	5.66	0.0
4.53	1.72	28.97	1.75	-3.11	6.17	0.0
5.97	1.9	29.88	1.94	3.16	6.77	0.0
1.14	1.99	31.34	2.04	9.33	7.21	0.0
3.53	1.92	30.37	2.04	-0.88	7.19	0.0
0.79	1.87	28.23	1.92	-2.71	6.64	0.0
2.86	1.68	29.89	1.76	-3.59	6.18	0.0
3.84	1.94	29.98	2.05	-1.78	7.4	0.0
3.92	1.83	30.13	1.96	0.04	6.84	0.0
2.96	1.99	30.78	2.11	2.02	7.3	0.0
-0.06	1.78	31.54	1.85	6.43	6.52	0.0
2.5	1.78	28.29	1.85	8.88	6.56	0.0
2.95	2.3	32.96	2.42	5.07	8.53	0.0
3.48	1.88	31.28	1.99	-1.11	7.01	0.0
4.04	1.83	31.03	1.94	-2.03	6.89	0.0
3.55	1.94	30.31	2.09	-5.7	7.48	0.0
2.51	1.88	30.8	1.99	-0.51	6.96	0.0
2.96	1.88	31.92	1.97	-1.89	6.92	0.0
4.21	1.95	31.6	2.03	0.58	7.02	0.0
3.42	1.84	31.73	1.97	1.1	6.89	0.0
1.47	1.42	31.76	1.49	4.11	5.17	0.0
2.97	2.04	32.25	2.18	5.13	7.61	0.0
2.8	2.41	31.59	2.55	1.51	9.01	0.0
4.76	2.24	32.81	2.24	-4.23	7.84	0.0
2.98	2.22	32.7	2.2	-3.25	7.65	0.0
4.13	2.6	34.2	2.69	0.25	9.55	0.0
2.18	2.58	32.58	2.73	-4.76	9.87	0.0
3.05	2.23	32.23	2.25	2.61	7.91	0.0
4.82	2.44	32.37	2.5	0.8	8.8	0.0
4.86	2.17	32.8	2.31	2.86	8.29	0.0
2.98	2.45	33.95	2.54	3.4	9.18	0.0
1.43	2.66	33.15	2.71	-7.88	9.67	0.0
2.8	2.3	33.73	2.27	-0.52	8.15	0.0
1.2	2.91	34.91	2.94	5.57	10.95	0.0
2.08	2.63	33.69	2.62	1.39	9.46	0.0
3.61	2.43	34.37	2.41	5.37	8.71	0.0
1.69	1.98	33.56	2.01	2.28	7.34	0.0
5.66	2.78	32.85	2.84	0.96	10.4	0.0
0.97	3.31	34.61	3.33	-7.14	12.06	0.0
1.56	2.06	33.16	2.02	2.88	7.39	0.0
2.29	2.23	32.55	2.16	0.63	8.03	0.0
3.57	2.19	34.57	2.21	7.26	8.1	0.0
1.28	2.67	34.92	2.63	2.26	9.92	0.0
3.05	2.77	32.16	2.68	-7.11	9.7	0.0
-0.24	2.23	33.35	2.1	-0.79	7.54	0.0
-0.09	2.22	34.84	2.21	-1.93	8.07	0.0
-0.71	3.18	33.2	3.23	-17.7	12.07	0.0
-0.31	2.18	33.93	2.18	-1.47	7.93	0.0
1.03	2.19	33.85	2.18	2.5	7.75	0.0
0.68	1.65	33.9	1.59	14.11	5.6	0.0
0.98	2.25	34.38	2.2	6.65	7.82	0.0
0.67	1.68	33.91	1.63	3.94	5.82	0.0
0.7	1.84	35.28	1.75	6.22	6.16	0.0
-0.34	1.82	33.06	1.73	5.25	6.2	0.0
0.14	1.5	33.46	1.4	5.82	4.95	0.0
0.77	1.53	34.63	1.48	5.38	5.22	0.0
1.8	1.51	34.06	1.43	2.41	5.03	0.0
0.3	1.54	34.02	1.43	2.69	5.03	0.0
-5.23	2.03	39.44	1.99	-0.3	7.09	0.0
0.52	2.01	33.32	1.97	-3.22	7.12	0.0
0.81	1.4	34.16	1.36	-2.92	4.79	0.0
0.45	1.51	33.95	1.43	-4.46	4.97	0.0
-0.87	1.47	34.5	1.44	-4.96	5.12	0.0
0.29	1.42	33.44	1.37	-3.4	4.88	0.0
-1.07	1.89	34.95	1.84	-1.99	6.68	0.0
-0.2	1.38	34.44	1.34	2.42	4.68	0.0
-1.14	1.53	34.7	1.5	5.08	5.27	0.0
-1.24	1.96	35.76	1.92	3.2	6.73	0.0
0.31	1.52	34.11	1.55	-6.72	5.34	0.0
-1.68	1.61	36.37	1.61	-3.75	5.47	0.0
1.04	1.57	36.51	1.54	4.52	5.34	0.0
-1.09	1.58	35.83	1.51	0.58	5.29	0.0
-0.1	1.69	35.31	1.59	-3.04	5.71	0.0
0.5	2.13	37.1	2.07	2.7	7.38	0.0
-1.91	1.61	35.24	1.58	-7.32	5.55	0.0
0.44	1.51	35.59	1.45	2.53	5.01	0.0
-0.13	1.51	36.43	1.46	0.58	5.07	0.0
-0.97	2.24	35.68	2.2	2.23	7.83	0.0
-0.4	1.62	34.45	1.58	-2.44	5.52	0.0
-1.05	1.87	37.5	1.84	0.62	6.48	0.0
-0.59	1.49	36.38	1.43	1.63	4.97	0.0
-0.93	1.63	35.85	1.6	6.89	5.65	0.0
-0.49	1.77	35.88	1.7	4.4	6.13	0.0
1.2	1.82	37.09	1.74	7.22	6.1	0.0
1.31	1.66	36.65	1.58	12.68	5.57	0.0
1.12	1.7	37.31	1.65	-1.86	5.74	0.0
1.27	1.5	36.13	1.47	3.17	5.04	0.0
3.69	2.07	37.8	2.01	12.42	7.24	0.0
-3.34	2.44	39.21	2.42	7.12	8.7	0.0
0.06	1.67	35.39	1.66	-0.82	5.92	0.0
-1.88	2.17	38.2	2.14	5.64	7.53	0.0
3.73	2.29	40.83	2.28	0.12	8.07	0.0
-3.03	2.9	37.02	3.02	19.79	10.92	0.0
-0.65	1.85	38.98	1.89	-4.67	6.54	0.0
-0.49	1.51	38.37	1.49	-1.17	5.15	0.0
0.46	1.89	38.89	1.9	4.32	6.71	0.0
-1.03	2.17	38.84	2.2	5.76	7.9	0.0
-0.36	1.46	38.65	1.47	-0.78	5.15	0.0
0.22	1.47	39.18	1.46	1.64	5.05	0.0
-0.36	1.45	38.84	1.43	0.96	4.92	0.0
-0.19	1.53	39.74	1.54	2.82	5.34	0.0
0.2	1.53	38.84	1.53	5.99	5.21	0.0
-0.33	1.98	39.38	1.97	3.68	6.89	0.0
1.64	2.36	37.04	2.4	10.45	8.68	0.0
1.9	1.92	37.44	1.95	6.99	6.9	0.0
0.76	1.74	37.74	1.78	2.65	6.16	0.0
-0.36	2.01	39.15	2.07	5.61	7.33	0.0
0.7	1.99	38.88	2.02	2.91	7.11	0.0
0.74	2.81	38.93	2.91	12.95	10.48	0.0
-0.02	3.4	41.2	3.56	6.69	13.01	0.0
-0.86	2.44	38.74	2.51	0.75	8.99	0.0
2.19	2.3	41.69	2.35	10.14	8.32	0.0
0.82	2.19	41.04	2.22	9.11	7.96	0.0
-0.49	1.56	39.96	1.56	2.1	5.41	0.0
-0.53	2.29	39.69	2.37	4.76	8.41	0.0
2.52	2.14	39.23	2.16	1.48	7.54	0.0
-2.39	2.78	37.82	2.86	4.27	10.27	0.0
-0.25	1.84	38.12	1.92	2.4	6.73	0.0
1.02	2.37	40.62	2.44	8.42	8.64	0.0
0.81	2.43	37.89	2.46	-0.11	8.86	0.0
0.23	2.0	38.64	2.01	4.75	7.17	0.0
-0.52	2.25	40.84	2.3	4.27	8.34	0.0
-0.72	2.46	40.5	2.57	7.9	9.27	0.0
-1.08	3.58	39.31	3.67	6.32	13.32	0.0
0.1	2.71	40.43	2.78	8.99	10.09	0.0
0.85	1.86	41.24	1.88	11.6	6.64	0.0
0.61	2.22	42.35	2.29	6.08	8.25	0.0
0.04	2.8	40.6	3.0	11.61	11.05	0.0
-1.0	2.67	40.1	2.8	8.91	10.24	0.0
-1.53	2.49	42.04	2.62	9.37	9.57	0.0
0.58	2.51	41.23	2.62	0.87	9.46	0.0
0.27	2.52	42.92	2.62	9.38	9.45	0.0
-2.83	3.63	40.87	3.77	3.31	13.82	0.0
-1.22	2.43	39.34	2.49	7.52	9.07	0.0
-2.62	2.74	39.6	2.87	4.52	10.28	0.0
-1.32	2.12	40.54	2.19	1.06	7.87	0.0
1.28	2.37	40.76	2.5	12.01	9.07	0.0
-0.42	5.11	39.46	5.51	7.29	19.85	0.0
-0.7	2.14	40.11	2.27	3.49	8.1	0.0
1.28	2.33	39.56	2.44	5.39	8.73	0.0
1.76	2.75	38.88	2.92	0.63	10.64	0.0
-0.43	2.14	40.07	2.24	1.19	8.04	0.0
-1.41	1.54	39.83	1.61	1.55	5.63	0.0
-2.04	1.91	39.95	2.0	-0.83	7.17	0.0
-1.56	1.89	39.58	2.0	1.63	7.15	0.0
-0.43	1.85	39.52	1.92	5.72	6.84	0.0
-0.97	1.83	40.16	1.91	6.97	6.87	0.0
-1.52	2.01	39.81	2.07	8.55	7.36	0.0
-0.98	2.08	40.29	2.13	4.06	7.73	0.0
-1.25	2.93	40.13	3.06	2.47	11.0	0.0
-1.67	2.31	39.88	2.4	12.77	8.59	0.0
-1.67	2.56	39.66	2.69	11.6	9.72	0.0
0.02	4.43	41.13	4.68	19.61	17.34	0.0
0.5	2.33	39.3	2.52	2.99	9.04	0.0
-0.05	1.92	39.85	2.03	3.61	7.11	0.0
-1.0	2.01	40.41	2.03	2.05	7.27	0.0
-1.22	1.98	40.63	2.06	1.87	7.4	0.0
-0.75	1.91	39.89	1.98	4.63	6.95	0.0
-2.73	2.2	40.27	2.3	6.17	8.16	0.0
-1.97	2.29	39.85	2.41	8.89	8.68	0.0
-2.3	2.33	41.53	2.42	-1.08	8.65	0.0
-2.33	2.32	41.75	2.45	6.61	8.79	0.0
-1.74	2.12	40.16	2.22	-0.05	7.93	0.0
-1.89	2.03	41.22	2.06	1.89	7.42	0.0
-0.36	2.6	42.27	2.7	1.49	9.89	0.0
-1.72	2.08	40.56	2.12	-1.27	7.57	0.0
-1.75	2.0	40.3	2.07	1.13	7.39	0.0
-1.7	1.98	40.64	2.03	4.68	7.25	0.0
-1.72	1.98	40.38	2.02	6.49	7.2	0.0
-1.04	2.23	42.27	2.29	8.14	8.32	0.0
-2.03	2.26	41.07	2.32	6.9	8.35	0.0
-3.41	2.07	41.02	2.12	6.8	7.44	0.0
-3.18	2.12	41.27	2.19	1.67	7.81	0.0
-3.1	2.01	41.22	2.05	2.38	7.24	0.0
-1.74	1.49	41.8	1.51	3.8	5.19	0.0
-1.17	1.5	41.88	1.54	6.5	5.39	0.0
-2.25	1.99	42.24	2.04	6.87	7.27	0.0
-1.96	1.61	41.92	1.63	8.57	5.68	0.0
-1.28	1.76	42.19	1.8	11.64	6.38	0.0
1.84	1.61	41.66	1.62	8.44	5.64	0.0
-2.54	1.58	40.65	1.61	-0.78	5.63	0.0
-2.2	1.44	41.6	1.44	0.61	4.99	0.0
-1.06	1.67	41.12	1.7	3.97	5.87	0.0
-2.28	1.51	40.57	1.54	3.3	5.34	0.0
-1.99	1.58	42.04	1.63	7.9	5.74	0.0
-2.56	1.49	42.07	1.53	7.71	5.42	0.0
-2.13	1.51	42.37	1.52	6.41	5.17	0.0
-3.08	1.65	43.23	1.66	5.98	5.8	0.0
-3.1	1.56	43.2	1.61	7.03	5.69	0.0
-2.94	1.47	42.33	1.48	4.49	5.15	0.0
-2.56	1.48	41.77	1.5	5.85	5.2	0.0
-2.61	1.56	41.3	1.57	10.33	5.51	0.0
0.05	2.02	43.78	2.11	11.16	7.47	0.0
-4.32	2.34	44.16	2.45	14.12	8.8	0.0
-3.64	2.5	45.82	2.61	11.58	9.41	0.0
-3.57	2.3	41.97	2.39	4.92	8.58	0.0
-4.26	1.84	43.01	1.92	3.82	6.94	0.0
-2.91	1.55	43.72	1.54	2.36	5.37	0.0
-3.12	1.53	42.57	1.55	2.92	5.45	0.0
-3.16	1.53	42.63	1.55	-1.04	5.43	0.0
-1.8	1.56	42.25	1.57	7.58	5.51	0.0
-2.3	1.46	42.16	1.47	7.98	5.15	0.0
